loop_name,COUNT,CRASHC,Crash%
loop__0.csv,179,42,0.2346
loop__1.csv,1,0,0.0000
loop__10.csv,1,0,0.0000
loop__11.csv,1,0,0.0000
loop__12.csv,40,17,0.4250
loop__120.csv,40,17,0.4250
loop__129.csv,192,45,0.2344
loop__13.csv,1,0,0.0000
loop__136.csv,39,17,0.4359
loop__139.csv,40,17,0.4250
loop__14.csv,1,0,0.0000
loop__140.csv,192,45,0.2344
loop__143.csv,176,42,0.2386
loop__144.csv,176,42,0.2386
loop__145.csv,44,0,0.0000
loop__146.csv,3211,1690,0.5263
loop__147.csv,2100,1639,0.7805
loop__150.csv,82,38,0.4634
loop__155.csv,89,4,0.0449
loop__159.csv,36,0,0.0000
loop__160.csv,88,0,0.0000
loop__17.csv,1,0,0.0000
loop__173.csv,1,0,0.0000
loop__174.csv,11,5,0.4545
loop__175.csv,17,5,0.2941
loop__18.csv,1,0,0.0000
loop__19.csv,1,0,0.0000
loop__2.csv,1,0,0.0000
loop__20.csv,1,0,0.0000
loop__233.csv,827,143,0.1729
loop__234.csv,677,120,0.1773
loop__236.csv,153,29,0.1895
loop__237.csv,38,1,0.0263
loop__238.csv,278,48,0.1727
loop__239.csv,527,88,0.1670
loop__240.csv,350,54,0.1543
loop__242.csv,66,21,0.3182
loop__243.csv,116,25,0.2155
loop__244.csv,44,2,0.0455
loop__245.csv,19,4,0.2105
loop__246.csv,87,24,0.2759
loop__248.csv,36,21,0.5833
loop__249.csv,159,63,0.3962
loop__250.csv,145,75,0.5172
loop__251.csv,21,0,0.0000
loop__252.csv,68,28,0.4118
loop__3.csv,1,0,0.0000
loop__31.csv,1,1,1.0000
loop__314.csv,13,0,0.0000
loop__316.csv,4,0,0.0000
loop__32.csv,1,1,1.0000
loop__321.csv,116,13,0.1121
loop__322.csv,114,4,0.0351
loop__323.csv,114,4,0.0351
loop__324.csv,114,4,0.0351
loop__325.csv,114,4,0.0351
loop__326.csv,1,0,0.0000
loop__354.csv,29,3,0.1034
loop__355.csv,22,2,0.0909
loop__356.csv,9,1,0.1111
loop__357.csv,21,2,0.0952
loop__358.csv,29,3,0.1034
loop__359.csv,28,3,0.1071
loop__363.csv,4,0,0.0000
loop__366.csv,1,0,0.0000
loop__4.csv,1,0,0.0000
loop__411.csv,1,1,1.0000
loop__412.csv,1,1,1.0000
loop__6.csv,1,0,0.0000
loop__7.csv,1,0,0.0000
